,order_number,line_item,order_date,delivery_date,customerkey,storekey,productkey,quantity,currency_code,gender,name,city,state_code,state,zip_code,country,continent,birthday,date,currency,exchange,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category,square_meters,open_date
4239,1762012,1,2019-10-28,Not Available,1599978,55,15,4,USD,Male,Jose Rodriguez,Las Vegas,NV,Nevada,89101,United States,North America,1958-08-03,2019-10-28,USD,1.0,Contoso 4GB Flash MP3 Player E401 White,Contoso,White,35.72,77.68,101,MP4&MP3,1,Audio,2000.0,2009-12-15
4240,1762012,2,2019-10-28,Not Available,1599978,55,71,1,USD,Male,Jose Rodriguez,Las Vegas,NV,Nevada,89101,United States,North America,1958-08-03,2019-10-28,USD,1.0,NT Wireless Bluetooth Stereo Headphones E102 Black,Northwind Traders,Black,22.05,47.95,106,Bluetooth Headphones,1,Audio,2000.0,2009-12-15
4241,1763002,1,2019-10-29,Not Available,1825407,44,1719,2,USD,Female,Karen Holt,Springdale,AR,Arkansas,72764,United States,North America,1958-10-29,2019-10-29,USD,1.0,MGS Zoo Tycoon 2: Marine Mania Expansion Pack M270,Tailspin Toys,Black,32.25,70.13,702,Download Games,7,Games and Toys,2000.0,2010-06-03
4242,1763008,1,2019-10-29,Not Available,1590257,57,1596,9,USD,Male,Thomas Lucas,Albuquerque,NM,New Mexico,87102,United States,North America,1974-11-22,2019-10-29,USD,1.0,SV DVD 55DVD Storage Binder M56 Red,Southridge Video,Red,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",1645.0,2010-06-03
4243,1763008,2,2019-10-29,Not Available,1590257,57,1091,2,USD,Male,Thomas Lucas,Albuquerque,NM,New Mexico,87102,United States,North America,1974-11-22,2019-10-29,USD,1.0,"Contoso SLR Camera 35"" M358 Silver Grey",Contoso,Silver Grey,164.63,358.0,402,Digital SLR Cameras,4,Cameras and camcorders,1645.0,2010-06-03
4244,1763008,3,2019-10-29,Not Available,1590257,57,1482,5,USD,Male,Thomas Lucas,Albuquerque,NM,New Mexico,87102,United States,North America,1974-11-22,2019-10-29,USD,1.0,The Phone Company Smart phones 4 GB of Memory M300 Grey,The Phone Company,Grey,109.91,239.0,504,Smart phones & PDAs,5,Cell phones,1645.0,2010-06-03
4245,1763008,4,2019-10-29,Not Available,1590257,57,1560,1,USD,Male,Thomas Lucas,Albuquerque,NM,New Mexico,87102,United States,North America,1974-11-22,2019-10-29,USD,1.0,The Phone Company PDA Phone 3.7 inches M340 White,The Phone Company,White,151.76,330.0,504,Smart phones & PDAs,5,Cell phones,1645.0,2010-06-03
4246,1763008,5,2019-10-29,Not Available,1590257,57,473,8,USD,Male,Thomas Lucas,Albuquerque,NM,New Mexico,87102,United States,North America,1974-11-22,2019-10-29,USD,1.0,Proseware CRT17 E104 Black,Proseware,Black,30.08,59.0,304,Monitors,3,Computers,1645.0,2010-06-03
4247,1764001,1,2019-10-30,Not Available,1435339,45,2493,4,USD,Female,Virginia Bright,Windsor,CT,Connecticut,6095,United States,North America,1948-07-24,2019-10-30,USD,1.0,Cigarette Lighter Adapter for Contoso Phones E110 Red,Contoso,Red,12.74,24.99,505,Cell phones Accessories,5,Cell phones,2000.0,2007-07-08
4248,1764001,2,2019-10-30,Not Available,1435339,45,1281,1,USD,Female,Virginia Bright,Windsor,CT,Connecticut,6095,United States,North America,1948-07-24,2019-10-30,USD,1.0,Contoso General Soft Carrying Case E318 White,Contoso,White,7.64,14.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,2000.0,2007-07-08
4249,1764001,3,2019-10-30,Not Available,1435339,45,1738,6,USD,Female,Virginia Bright,Windsor,CT,Connecticut,6095,United States,North America,1948-07-24,2019-10-30,USD,1.0,MGS Impossible Creatures E114,Tailspin Toys,Blue,14.28,28.0,702,Download Games,7,Games and Toys,2000.0,2007-07-08
4250,1764023,1,2019-10-30,Not Available,1972249,62,1108,6,USD,Female,Claire Macdonald,Hosmer,SD,South Dakota,57448,United States,North America,1980-01-14,2019-10-30,USD,1.0,Fabrikam SLR Camera X146 Black,Fabrikam,Black,208.4,629.0,402,Digital SLR Cameras,4,Cameras and camcorders,1120.0,2018-06-03
4251,1764023,2,2019-10-30,Not Available,1972249,62,1908,2,USD,Female,Claire Macdonald,Hosmer,SD,South Dakota,57448,United States,North America,1980-01-14,2019-10-30,USD,1.0,Fabrikam Refrigerator 1.7CuFt E1200 Brown,Fabrikam,Brown,66.27,129.99,802,Refrigerators,8,Home Appliances,1120.0,2018-06-03
4252,1764023,3,2019-10-30,Not Available,1972249,62,2188,1,USD,Female,Claire Macdonald,Hosmer,SD,South Dakota,57448,United States,North America,1980-01-14,2019-10-30,USD,1.0,Fabrikam Coffee Maker 12C M100 Gold,Fabrikam,Gold,204.64,445.0,805,Coffee Machines,8,Home Appliances,1120.0,2018-06-03
4253,1764023,4,2019-10-30,Not Available,1972249,62,1573,1,USD,Female,Claire Macdonald,Hosmer,SD,South Dakota,57448,United States,North America,1980-01-14,2019-10-30,USD,1.0,SV DVD Player M120 White,Southridge Video,White,27.13,58.99,602,Movie DVD,6,"Music, Movies and Audio Books",1120.0,2018-06-03
4254,1764023,5,2019-10-30,Not Available,1972249,62,961,2,USD,Female,Claire Macdonald,Hosmer,SD,South Dakota,57448,United States,North America,1980-01-14,2019-10-30,USD,1.0,A. Datum Ultra Compact Digital Camera M190 Grey,A. Datum,Grey,75.88,165.0,401,Digital Cameras,4,Cameras and camcorders,1120.0,2018-06-03
4255,1764023,6,2019-10-30,Not Available,1972249,62,550,7,USD,Female,Claire Macdonald,Hosmer,SD,South Dakota,57448,United States,North America,1980-01-14,2019-10-30,USD,1.0,Proseware Screen 80in E1010 Black,Proseware,Black,55.57,109.0,305,Projectors & Screens,3,Computers,1120.0,2018-06-03
4256,1764023,7,2019-10-30,Not Available,1972249,62,2093,3,USD,Female,Claire Macdonald,Hosmer,SD,South Dakota,57448,United States,North America,1980-01-14,2019-10-30,USD,1.0,Contoso Water Heater 2.6GPM E0900 Blue,Contoso,Blue,258.99,508.0,804,Water Heaters,8,Home Appliances,1120.0,2018-06-03
4257,1765008,1,2019-10-31,Not Available,1209524,59,1602,2,USD,Male,George Lance,Eugene,OR,Oregon,97401,United States,North America,1947-04-17,2019-10-31,USD,1.0,SV DVD 12-Inch Player Portable M400 Black,Southridge Video,Black,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2012-08-08
4258,1765008,2,2019-10-31,Not Available,1209524,59,59,3,USD,Male,George Lance,Eugene,OR,Oregon,97401,United States,North America,1947-04-17,2019-10-31,USD,1.0,WWI 1GB Digital Voice Recorder Pen E100 Pink,Wide World Importers,Pink,79.53,156.0,104,Recording Pen,1,Audio,2000.0,2012-08-08
4259,1765030,1,2019-10-31,Not Available,1694419,50,1607,1,USD,Female,Bessie Mack,Olpe,KS,Kansas,66865,United States,North America,1985-02-11,2019-10-31,USD,1.0,SV DVD 12-Inch Player Portable M400 Silver,Southridge Video,Silver,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4260,1765030,2,2019-10-31,Not Available,1694419,50,1476,1,USD,Female,Bessie Mack,Olpe,KS,Kansas,66865,United States,North America,1985-02-11,2019-10-31,USD,1.0,The Phone Company Smart phones -320 x 320 M86 Black,The Phone Company,Black,132.44,288.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2008-03-06
4261,1765030,3,2019-10-31,Not Available,1694419,50,1180,7,USD,Female,Bessie Mack,Olpe,KS,Kansas,66865,United States,North America,1985-02-11,2019-10-31,USD,1.0,Fabrikam Independent filmmaker 1'' 25mm X400 White,Fabrikam,White,530.11,1600.0,405,Camcorders,4,Cameras and camcorders,2000.0,2008-03-06
4262,1765030,4,2019-10-31,Not Available,1694419,50,1447,1,USD,Female,Bessie Mack,Olpe,KS,Kansas,66865,United States,North America,1985-02-11,2019-10-31,USD,1.0,The Phone Company Touch Screen Phones SAW/Built-in M801 Gold,The Phone Company,Gold,137.5,299.0,503,Touch Screen Phones,5,Cell phones,2000.0,2008-03-06
4263,1765032,1,2019-10-31,Not Available,1330560,55,1311,1,USD,Male,Lionel Mackey,Reno,NV,Nevada,89509,United States,North America,1986-02-21,2019-10-31,USD,1.0,Contoso Digital Camera/Camcorder USB Cable E324 White,Contoso,White,14.28,28.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,2000.0,2009-12-15
4264,1765032,2,2019-10-31,Not Available,1330560,55,1647,6,USD,Male,Lionel Mackey,Reno,NV,Nevada,89509,United States,North America,1986-02-21,2019-10-31,USD,1.0,Contoso DVD 12-Inch Player Portable M400 Black,Contoso,Black,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2009-12-15
4265,1765036,1,2019-10-31,Not Available,1245138,55,1715,3,USD,Male,Chad Fraley,Reno,NV,Nevada,89501,United States,North America,1968-08-09,2019-10-31,USD,1.0,MGS Shadow-run M230,Tailspin Toys,White,32.25,70.13,702,Download Games,7,Games and Toys,2000.0,2009-12-15
4266,1765036,2,2019-10-31,Not Available,1245138,55,446,1,USD,Male,Chad Fraley,Reno,NV,Nevada,89501,United States,North America,1968-08-09,2019-10-31,USD,1.0,WWI Desktop PC1.60 E1600 Black,Wide World Importers,Black,112.14,219.95,303,Desktops,3,Computers,2000.0,2009-12-15
4267,1765037,1,2019-10-31,Not Available,1295740,55,1580,3,USD,Male,Jose Hartsock,Las Vegas,NV,Nevada,89101,United States,North America,1941-03-09,2019-10-31,USD,1.0,SV DVD Recorder L230 Grey,Southridge Video,Grey,72.56,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2009-12-15
4268,1765037,2,2019-10-31,Not Available,1295740,55,1683,2,USD,Male,Jose Hartsock,Las Vegas,NV,Nevada,89101,United States,North America,1941-03-09,2019-10-31,USD,1.0,MGS Hand Games for 12-16 boys E600 Silver,Tailspin Toys,Silver,2.54,4.99,701,Boxed Games,7,Games and Toys,2000.0,2009-12-15
4269,1766002,1,2019-11-01,Not Available,1448408,64,1458,4,USD,Male,Jorge Coley,Lanham,DC,Washington DC,20706,United States,North America,1971-10-10,2019-11-01,USD,1.0,The Phone Company Touch Screen Phones - LCD M12 Gold,The Phone Company,Gold,91.97,200.0,503,Touch Screen Phones,5,Cell phones,1330.0,2010-01-01
4270,1766002,2,2019-11-01,Not Available,1448408,64,416,1,USD,Male,Jorge Coley,Lanham,DC,Washington DC,20706,United States,North America,1971-10-10,2019-11-01,USD,1.0,Adventure Works Desktop PC2.33 XD233 Silver,Adventure Works,Silver,321.05,969.0,303,Desktops,3,Computers,1330.0,2010-01-01
4271,1766002,3,2019-11-01,Not Available,1448408,64,1585,1,USD,Male,Jorge Coley,Lanham,DC,Washington DC,20706,United States,North America,1971-10-10,2019-11-01,USD,1.0,SV DVD 60 DVD Storage Binder L20 Black,Southridge Video,Black,7.58,22.89,602,Movie DVD,6,"Music, Movies and Audio Books",1330.0,2010-01-01
4272,1766002,4,2019-11-01,Not Available,1448408,64,1271,4,USD,Male,Jorge Coley,Lanham,DC,Washington DC,20706,United States,North America,1971-10-10,2019-11-01,USD,1.0,Contoso Lens Cap Keeper E314 Yellow,Contoso,Yellow,3.54,6.95,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,1330.0,2010-01-01
4273,1766002,5,2019-11-01,Not Available,1448408,64,2491,6,USD,Male,Jorge Coley,Lanham,DC,Washington DC,20706,United States,North America,1971-10-10,2019-11-01,USD,1.0,Cigarette Lighter Adapter for Contoso Phones E110 Black,Contoso,Black,12.74,24.99,505,Cell phones Accessories,5,Cell phones,1330.0,2010-01-01
4274,1766002,6,2019-11-01,Not Available,1448408,64,10,1,USD,Male,Jorge Coley,Lanham,DC,Washington DC,20706,United States,North America,1971-10-10,2019-11-01,USD,1.0,Contoso 4G MP3 Player E400 Green,Contoso,Green,30.58,59.99,101,MP4&MP3,1,Audio,1330.0,2010-01-01
4275,1766025,1,2019-11-01,Not Available,1871089,51,1778,1,USD,Female,Kathleen Clarke,Machias,ME,Maine,4654,United States,North America,1953-06-05,2019-11-01,USD,1.0,MGS Zoo Tycoon 2: Zookeeper Collection 2008 E134,Tailspin Toys,Pink,21.92,43.0,702,Download Games,7,Games and Toys,1295.0,2010-01-01
4276,1767008,1,2019-11-02,Not Available,470470,24,1592,2,EUR,Female,Mandy Lowe,Erzhausen,HE,Hessen,64390,Germany,Europe,1955-02-04,2019-11-02,EUR,0.8977,SV DVD 48 DVD Storage Binder M50 Red,Southridge Video,Red,8.27,17.99,602,Movie DVD,6,"Music, Movies and Audio Books",1855.0,2012-12-15
4277,1767008,2,2019-11-02,Not Available,470470,24,169,6,EUR,Female,Mandy Lowe,Erzhausen,HE,Hessen,64390,Germany,Europe,1955-02-04,2019-11-02,EUR,0.8977,SV 16xDVD M320 Black,Southridge Video,Black,54.72,119.0,202,VCD & DVD,2,TV and Video,1855.0,2012-12-15
4278,1767008,3,2019-11-02,Not Available,470470,24,418,1,EUR,Female,Mandy Lowe,Erzhausen,HE,Hessen,64390,Germany,Europe,1955-02-04,2019-11-02,EUR,0.8977,Adventure Works Desktop PC1.60 ED160 Silver,Adventure Works,Silver,137.63,269.95,303,Desktops,3,Computers,1855.0,2012-12-15
4279,1767018,1,2019-11-02,Not Available,1590257,57,1603,10,USD,Male,Thomas Lucas,Albuquerque,NM,New Mexico,87102,United States,North America,1974-11-22,2019-11-02,USD,1.0,SV DVD 7-Inch Player Portable E200 Black,Southridge Video,Black,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",1645.0,2010-06-03
4280,1767018,2,2019-11-02,Not Available,1590257,57,939,5,USD,Male,Thomas Lucas,Albuquerque,NM,New Mexico,87102,United States,North America,1974-11-22,2019-11-02,USD,1.0,SV Wireless LAN PCI Network Card Adapter E901 Black,Southridge Video,Black,50.47,99.0,308,Computers Accessories,3,Computers,1645.0,2010-06-03
4281,1767021,1,2019-11-02,Not Available,1605350,64,1696,4,USD,Female,Kelly Webb,Savage,DC,Washington DC,20763,United States,North America,1985-07-16,2019-11-02,USD,1.0,SV Hand Games for Office worker L28 Black,Southridge Video,Black,5.63,16.99,701,Boxed Games,7,Games and Toys,1330.0,2010-01-01
4282,1767025,1,2019-11-02,Not Available,660924,16,416,7,EUR,Female,Antoinette Corbin,GUÉRET,LI,Limousin,23000,France,Europe,2001-08-26,2019-11-02,EUR,0.8977,Adventure Works Desktop PC2.33 XD233 Silver,Adventure Works,Silver,321.05,969.0,303,Desktops,3,Computers,385.0,2010-06-03
4283,1767025,2,2019-11-02,Not Available,660924,16,55,2,EUR,Female,Antoinette Corbin,GUÉRET,LI,Limousin,23000,France,Europe,2001-08-26,2019-11-02,EUR,0.8977,WWI 4GB Video Recording Pen X200 Pink,Wide World Importers,Pink,98.07,296.0,104,Recording Pen,1,Audio,385.0,2010-06-03
4284,1767025,3,2019-11-02,Not Available,660924,16,1594,6,EUR,Female,Antoinette Corbin,GUÉRET,LI,Limousin,23000,France,Europe,2001-08-26,2019-11-02,EUR,0.8977,SV DVD 38 DVD Storage Binder E25 Red,Southridge Video,Red,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",385.0,2010-06-03
4285,1767030,1,2019-11-02,Not Available,589984,19,1773,8,EUR,Male,Tom Koertig,Berlin Wedding,BE,Berlin,13409,Germany,Europe,1939-10-04,2019-11-02,EUR,0.8977,MGS Zoo Tycoon 2: Extinct Animals 2008 E129,Tailspin Toys,Black,21.92,43.0,702,Download Games,7,Games and Toys,1295.0,2015-04-04
4286,1767030,2,2019-11-02,Not Available,589984,19,444,2,EUR,Male,Tom Koertig,Berlin Wedding,BE,Berlin,13409,Germany,Europe,1939-10-04,2019-11-02,EUR,0.8977,WWI Desktop PC2.33 X2330 Black,Wide World Importers,Black,304.48,919.0,303,Desktops,3,Computers,1295.0,2015-04-04
4287,1768003,1,2019-11-03,Not Available,1474251,65,35,3,USD,Female,Dorothy Pedraza,Wheeling,WV,West Virginia,26003,United States,North America,2000-12-16,2019-11-03,USD,1.0,Contoso 4GB Portable MP3 Player M450 White,Contoso,White,48.92,95.95,101,MP4&MP3,1,Audio,1785.0,2012-01-01
4288,1769013,1,2019-11-04,Not Available,1952591,45,994,1,USD,Female,Carolina Goncalves,Norwalk,CT,Connecticut,6851,United States,North America,1965-12-30,2019-11-04,USD,1.0,A. Datum Consumer Digital Camera M300 Silver,A. Datum,Silver,84.84,184.5,401,Digital Cameras,4,Cameras and camcorders,2000.0,2007-07-08
4289,1770022,1,2019-11-05,Not Available,36112,5,894,1,AUD,Female,Emma Gepp,ANNUELLO,VIC,Victoria,3549,Australia,Australia,1937-02-12,2019-11-05,AUD,1.4474,SV Rechargeable Bluetooth Notebook Mouse E80 Grey,Southridge Video,Grey,30.58,59.99,308,Computers Accessories,3,Computers,2000.0,2015-12-09
4290,1770022,2,2019-11-05,Not Available,36112,5,188,7,AUD,Female,Emma Gepp,ANNUELLO,VIC,Victoria,3549,Australia,Australia,1937-02-12,2019-11-05,AUD,1.4474,SV 16xDVD M350 Silver,Southridge Video,Silver,53.76,116.9,202,VCD & DVD,2,TV and Video,2000.0,2015-12-09
4291,1770022,3,2019-11-05,Not Available,36112,5,1621,2,AUD,Female,Emma Gepp,ANNUELLO,VIC,Victoria,3549,Australia,Australia,1937-02-12,2019-11-05,AUD,1.4474,Contoso DVD Movies E100 Yellow,Contoso,Yellow,6.62,12.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
4292,1770022,4,2019-11-05,Not Available,36112,5,740,1,AUD,Female,Emma Gepp,ANNUELLO,VIC,Victoria,3549,Australia,Australia,1937-02-12,2019-11-05,AUD,1.4474,Proseware High-Performance Business-Class Laser Fax X200 Green,Proseware,Green,82.17,248.0,306,"Printers, Scanners & Fax",3,Computers,2000.0,2015-12-09
4293,1771012,1,2019-11-06,Not Available,23203,6,1750,4,AUD,Female,Gemma Philipp,MADORA BAY,WA,Western Australia,6210,Australia,Australia,1998-08-11,2019-11-06,AUD,1.4491,MGS Bicycle Card Games X600,Tailspin Toys,White,36.11,109.0,702,Download Games,7,Games and Toys,2000.0,2010-01-01
4294,1771012,2,2019-11-06,Not Available,23203,6,1416,2,AUD,Female,Gemma Philipp,MADORA BAY,WA,Western Australia,6210,Australia,Australia,1998-08-11,2019-11-06,AUD,1.4491,The Phone Company Touch Screen Phones Capacitive M908 Black,The Phone Company,Black,141.64,308.0,503,Touch Screen Phones,5,Cell phones,2000.0,2010-01-01
4295,1771012,3,2019-11-06,Not Available,23203,6,58,1,AUD,Female,Gemma Philipp,MADORA BAY,WA,Western Australia,6210,Australia,Australia,1998-08-11,2019-11-06,AUD,1.4491,WWI 1GB Digital Voice Recorder Pen E100 Red,Wide World Importers,Red,79.53,156.0,104,Recording Pen,1,Audio,2000.0,2010-01-01
4296,1771024,1,2019-11-06,Not Available,1402912,49,1823,1,USD,Female,Mary Garner,Bronson,IA,Iowa,51007,United States,North America,1968-09-01,2019-11-06,USD,1.0,MGS Flight Simulator 2009 E179,Tailspin Toys,Blue,16.31,32.0,702,Download Games,7,Games and Toys,2000.0,2018-06-03
4297,1771036,1,2019-11-06,Not Available,523379,19,1594,3,EUR,Female,Andrea Feierabend,Berlin Buckow,BE,Berlin,12357,Germany,Europe,1950-04-30,2019-11-06,EUR,0.9017,SV DVD 38 DVD Storage Binder E25 Red,Southridge Video,Red,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",1295.0,2015-04-04
4298,1771036,2,2019-11-06,Not Available,523379,19,1669,2,EUR,Female,Andrea Feierabend,Berlin Buckow,BE,Berlin,12357,Germany,Europe,1950-04-30,2019-11-06,EUR,0.9017,MGS Hand Games men M300 Black,Tailspin Toys,Black,3.17,6.89,701,Boxed Games,7,Games and Toys,1295.0,2015-04-04
4299,1772000,1,2019-11-07,Not Available,51172,5,740,2,AUD,Female,Gabriella Tozer,ELINGAMITE,VIC,Victoria,3266,Australia,Australia,1957-12-04,2019-11-07,AUD,1.4498,Proseware High-Performance Business-Class Laser Fax X200 Green,Proseware,Green,82.17,248.0,306,"Printers, Scanners & Fax",3,Computers,2000.0,2015-12-09
4300,1772008,1,2019-11-07,Not Available,1869727,50,2501,2,USD,Female,Ashley Conti,Fort Worth,KS,Kansas,76102,United States,North America,1943-01-29,2019-11-07,USD,1.0,Contoso Phone Tough Skin Case E140 Pink,Contoso,Pink,12.09,23.72,505,Cell phones Accessories,5,Cell phones,2000.0,2008-03-06
4301,1772008,2,2019-11-07,Not Available,1869727,50,432,5,USD,Female,Ashley Conti,Fort Worth,KS,Kansas,76102,United States,North America,1943-01-29,2019-11-07,USD,1.0,Adventure Works Desktop PC1.80 ED182 Brown,Adventure Works,Brown,254.86,499.9,303,Desktops,3,Computers,2000.0,2008-03-06
4302,1772024,1,2019-11-07,Not Available,1433584,49,457,6,USD,Female,Cameron Ellison,Rose Hill,IA,Iowa,52586,United States,North America,1943-11-03,2019-11-07,USD,1.0,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.14,219.95,303,Desktops,3,Computers,2000.0,2018-06-03
4303,1772024,2,2019-11-07,Not Available,1433584,49,397,3,USD,Female,Cameron Ellison,Rose Hill,IA,Iowa,52586,United States,North America,1943-11-03,2019-11-07,USD,1.0,WWI Laptop15 M0150 White,Wide World Importers,White,321.44,699.0,301,Laptops,3,Computers,2000.0,2018-06-03
4304,1772040,1,2019-11-07,Not Available,555903,21,410,10,EUR,Female,Doreen Kappel,Bremen Vegesack,HB,Freie Hansestadt Bremen,28755,Germany,Europe,1962-07-26,2019-11-07,EUR,0.9028,Proseware Laptop19W X910 White,Proseware,White,430.38,1299.0,301,Laptops,3,Computers,560.0,2018-06-03
4305,1773011,1,2019-11-08,Not Available,64764,6,417,4,AUD,Male,Jacob Pelsaert,LESLEY,WA,Western Australia,6111,Australia,Australia,1986-03-03,2019-11-08,AUD,1.456,Adventure Works Desktop PC2.30 MD230 Silver,Adventure Works,Silver,275.46,599.0,303,Desktops,3,Computers,2000.0,2010-01-01
4306,1773011,2,2019-11-08,Not Available,64764,6,1147,6,AUD,Male,Jacob Pelsaert,LESLEY,WA,Western Australia,6111,Australia,Australia,1986-03-03,2019-11-08,AUD,1.456,Fabrikam Home and vacation moviemaker 2/3'' 17mm M103 Black,Fabrikam,Black,301.21,655.0,405,Camcorders,4,Cameras and camcorders,2000.0,2010-01-01
4307,1774007,1,2019-11-09,Not Available,138242,5,2130,3,AUD,Male,Beau Rodius,WATTLE HILL,VIC,Victoria,3237,Australia,Australia,1961-06-22,2019-11-09,AUD,1.456,Contoso Coffee Maker 12C M1000 White,Contoso,White,204.64,445.0,805,Coffee Machines,8,Home Appliances,2000.0,2015-12-09
4308,1774007,2,2019-11-09,Not Available,138242,5,1605,7,AUD,Male,Beau Rodius,WATTLE HILL,VIC,Victoria,3237,Australia,Australia,1961-06-22,2019-11-09,AUD,1.456,SV DVD 15-Inch Player Portable L200 Black,Southridge Video,Black,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
4309,1774007,3,2019-11-09,Not Available,138242,5,1709,6,AUD,Male,Beau Rodius,WATTLE HILL,VIC,Victoria,3237,Australia,Australia,1961-06-22,2019-11-09,AUD,1.456,MGS Gears of War M170,Tailspin Toys,Blue,32.25,70.13,702,Download Games,7,Games and Toys,2000.0,2015-12-09
4310,1774007,4,2019-11-09,Not Available,138242,5,1106,1,AUD,Male,Beau Rodius,WATTLE HILL,VIC,Victoria,3237,Australia,Australia,1961-06-22,2019-11-09,AUD,1.456,Contoso SLR Camera M146 Orange,Contoso,Orange,148.08,322.0,402,Digital SLR Cameras,4,Cameras and camcorders,2000.0,2015-12-09
4311,1774007,5,2019-11-09,Not Available,138242,5,738,1,AUD,Male,Beau Rodius,WATTLE HILL,VIC,Victoria,3237,Australia,Australia,1961-06-22,2019-11-09,AUD,1.456,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Green,Proseware,Green,75.54,228.0,306,"Printers, Scanners & Fax",3,Computers,2000.0,2015-12-09
4312,1774012,1,2019-11-09,Not Available,1539806,66,1231,3,USD,Male,Shawn Harris,Green River,WY,Wyoming,82935,United States,North America,1962-04-22,2019-11-09,USD,1.0,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Black,Fabrikam,Black,496.98,1500.0,405,Camcorders,4,Cameras and camcorders,840.0,2014-01-01
4313,1774012,2,2019-11-09,Not Available,1539806,66,2097,1,USD,Male,Shawn Harris,Green River,WY,Wyoming,82935,United States,North America,1962-04-22,2019-11-09,USD,1.0,Contoso Water Heater 4.0GPM M1250 Green,Contoso,Green,363.75,791.0,804,Water Heaters,8,Home Appliances,840.0,2014-01-01
4314,1774015,1,2019-11-09,Not Available,177687,5,72,4,AUD,Female,Mia Topp,PARAPARAP,VIC,Victoria,3240,Australia,Australia,1948-10-28,2019-11-09,AUD,1.456,NT Wireless Bluetooth Stereo Headphones E102 Blue,Northwind Traders,Blue,22.05,47.95,106,Bluetooth Headphones,1,Audio,2000.0,2015-12-09
4315,1774015,3,2019-11-09,Not Available,177687,5,1697,3,AUD,Female,Mia Topp,PARAPARAP,VIC,Victoria,3240,Australia,Australia,1948-10-28,2019-11-09,AUD,1.456,SV Hand Games for kids E30 Red,Southridge Video,Red,2.75,5.39,701,Boxed Games,7,Games and Toys,2000.0,2015-12-09
4316,1774015,4,2019-11-09,Not Available,177687,5,974,3,AUD,Female,Mia Topp,PARAPARAP,VIC,Victoria,3240,Australia,Australia,1948-10-28,2019-11-09,AUD,1.456,A. Datum Slim Digital Camera M180 Pink,A. Datum,Pink,68.06,148.0,401,Digital Cameras,4,Cameras and camcorders,2000.0,2015-12-09
4317,1774015,5,2019-11-09,Not Available,177687,5,1433,5,AUD,Female,Mia Topp,PARAPARAP,VIC,Victoria,3240,Australia,Australia,1948-10-28,2019-11-09,AUD,1.456,The Phone Company Touch Screen Phones Capacitive M908 Grey,The Phone Company,Grey,141.64,308.0,503,Touch Screen Phones,5,Cell phones,2000.0,2015-12-09
4318,1774019,1,2019-11-09,Not Available,1416469,47,78,4,USD,Female,Megan Budde,Waimea,HI,Hawaii,96796,United States,North America,1950-02-04,2019-11-09,USD,1.0,NT Wireless Bluetooth Stereo Headphones E302 Silver,Northwind Traders,Silver,18.65,40.55,106,Bluetooth Headphones,1,Audio,1120.0,2015-04-04
4319,1774022,1,2019-11-09,Not Available,1335146,59,443,3,USD,Male,John Banks,Portland,OR,Oregon,97205,United States,North America,1949-05-18,2019-11-09,USD,1.0,WWI Desktop PC3.0 M0300 Silver,Wide World Importers,Silver,160.49,349.0,303,Desktops,3,Computers,2000.0,2012-08-08
4320,1774023,1,2019-11-09,Not Available,369858,9,1389,10,CAD,Male,Willie Jackson,Inuvik,NT,Northwest Territories,X0E 0T0,Canada,North America,1994-04-10,2019-11-09,CAD,1.3196,Contoso 4 Handset Cordless Phone System M86 Grey,Contoso,Grey,16.55,35.99,501,Home & Office Phones,5,Cell phones,1500.0,2005-03-04
4321,1774023,2,2019-11-09,Not Available,369858,9,1583,8,CAD,Male,Willie Jackson,Inuvik,NT,Northwest Territories,X0E 0T0,Canada,North America,1994-04-10,2019-11-09,CAD,1.3196,SV DVD 58 DVD Storage Binder M55 Black,Southridge Video,Black,6.39,13.89,602,Movie DVD,6,"Music, Movies and Audio Books",1500.0,2005-03-04
4322,1774025,1,2019-11-09,Not Available,408519,24,636,1,EUR,Female,Ute Theissen,Eiterfeld,HE,Hessen,36132,Germany,Europe,1958-12-22,2019-11-09,EUR,0.9063,WWI Projector 720p DLP56 Silver,Wide World Importers,Silver,459.4,999.0,305,Projectors & Screens,3,Computers,1855.0,2012-12-15
